Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot,Scaled IMDb Rating
The Forbidden Kingdom,English,6.6,1 h 40 min,2008.0,13+,"A discovery made by a kung fu obsessed American teen sends him on an adventure to China, where he joins up with a band of martial arts warriors in order to free the imprisoned Monkey King.",0.6419753086419753
Hostage,English,6.6,1 h 48 min,2005.0,18+,"When a family is held hostage, former hostage negotiator Jeff Talley arrives at the scene. Talley's own family is kidnapped and Talley must decide which is more important: saving a family he doesn't even know or saving his own family.",0.6419753086419753
LEGO Jurassic World The Secret Exhibit Part 2,Hindi,6.2,22min,2018.0,7+,"O.O.P.S.I., the new artificial intelligence running the Park, goes dangerously off the rails, while a thief posing as an intern steals an egg with a new species of dinosaur inside!",0.5925925925925927
Taxi Driver,English,8.2,1 h 53 min,1976.0,18+,"4 Academy Award® nominations including Best Picture! (1976) Special Collector's Edition is digitally remastered and includes a never-before-seen making-of documentary featuring interviews with the creators and stars of the film. Robert De Niro stars with Jodie Foster, Cybill Shepherd, Harvey Keitel, Peter Boyle, and Albert Brooks in the all-too-real story of a psychotic New Yor...",0.8395061728395062
Sonu Ke Titu Ki Sweety,Hindi,7.1,2 h 17 min,2018.0,13+,"Sonu and Titu are childhood friends. Titu has always been a naive lover, who falls in love easily and Sonu has always had to step in to save him. But Sweety is the perfect bride and Titu is head over heels in love with her. Sonu's instinct to protect Titu at whatever cost, makes him feel that she's too good to be true.",0.7037037037037037
Hindi Medium,Hindi,7.8,2 h 11 min,2017.0,All,A couple want to give their daughter the best education so she will be accepted by the elite.,0.7901234567901235
Raju Gari Gadhi 2,Telugu,5.3,2 h 2 min,2017.0,13+,"After experiencing a series of supernatural events and nightmares, three friends discover, to their horror, that their beachside resort is haunted. Their only hope is the renowned mentalist Rudra, who is famous for his strange yet effective methods. Before it is too late, Rudra must track down the hostile spirit haunting the resort and solve the mystery surrounding her.",0.4814814814814815
Zaatari Djinn,English,6.5,55min,2019.0,13+,"Get a view of the life at the settlement of Zaatari, where Syrian refugees live, through the eyes of little children. The film features a boy who sells sweets to help his parents with money, another sells his cycle to buy clothes for his younger brother. A young girl rebels against her mother while another finds meaning in religion.",0.6296296296296297
Do No Harm,English,6.9,1 h 30 min,2020.0,13+,"In this close examination of the opioid crisis - the most deadly epidemic to devastate the US in recent years - medical professionals from all corners of the country come together to deliver their verdict. Narrated by Ed Harris, Do No Harm shows us the devastating effects of these drugs, and casts light upon those who must be held accountable.",0.6790123456790125
Dushman Duniya ka,Hindi,4.0,2 h 22 min,1996.0,13+,Mahesh is an honest man who is shocked to learn that his son Lucky has been using recreational drugs. Lucky promises to kick the habit but circumstances push him towards the world of drugs once again.,0.3209876543209877
Vox Lux,English,5.9,1 h 50 min,2018.0,18+,An unusual set of circumstances brings unexpected success to a pop star.,0.5555555555555557
Dosti: Friends Forever,Hindi,5.5,2 h 10 min,2005.0,All,"Karan Thapar, a wealthy young man, is saved by Raj Malhotra, a poor guy, from a near-death accident, which gives rise to their unending tale of friendship and brotherhood.",0.5061728395061729
Flight 192,Hindi,5.0,1 h 25 min,2016.0,16+,An FBI agent has her family taken hostage while she is on a flight to Washington DC. The agent then has to make a decision that could cost the lives of her husband and her son.,0.44444444444444453
Gaayam,Telugu,7.3,2 h 16 min,1993.0,NR,"Durga (Jagapathi Babu) is in love with Anitha (Revathi). He is all set to marry her and settle down in life, but things change when his brother Mohana Krishna (Charan Raj) is killed by Guru Narayan (Kota Srinivasa Rao), the local MLA who wants to settle the score with the mafia. Anitha does not approve of his way, so she marries a cop. Durga and the cop become enemies of Guru Narayan. Guru N ...",0.7283950617283951
Khiladi,Bengali,7.2,2 h 26 min,2013.0,13+,"Suleman, A muslim fall in love with a hindu girl Puja, and disguises himself as a Hindu namely, Krishna, in order to impress her family.",0.7160493827160495
Predestination,English,7.5,1 h 33 min,2015.0,18+,"For his final assignment, a top temporal agent must pursue the one criminal that has eluded him throughout time. The chase turns into a unique, surprising and mind-bending exploration of love, fate, identity and time travel taboos.",0.7530864197530864
I.D.,Hindi,6.9,1 h 23 min,2012.0,NR,"This semi-improvised drama follows a young woman who sets out on a quest to discover the identity of a labourer who collapsed while painting her apartment, uncovering manifold stories of displacement in the streets of Mumbai.",0.6790123456790125
Picture This,English,5.3,34min,2020.0,13+,"Being disabled doesn’t make one less desirable, believes Andrew Gurza, who is set to organize the second edition of a sex party for cripples. As he plans to tone down the event by excluding orgies from the invite, ticket sales remain on the lower side. Join him as he addresses the sexual needs of the disabled, gaining a fan following from the community.",0.4814814814814815
Aattakalasam,Malayalam,6.5,2 h 19 min,1983.0,NR,"Aattakalasam is a 1983 Indian Malayalam film, directed by J. Sasikumar and produced by Joy Thomas. The film stars Prem Nazir, Mohanlal, Lakshmi and Sukumari in lead roles. The film had musical score by Raveendran.",0.6296296296296297
Battle Drone,Tamil,5.2,1 h 29 min,2018.0,16+,"6 mercenaries are hired by CIA to abduct an heir to a republic & take out an arms dealer in Moscow. They get a followup mission in Chernobyl. Treason awaits them. ""Expendables"" meets the ""A-Team"" in this full throttle action film, where a group of skilled mercenaries find themselves betrayed by the US government, forced to fight their way out of an ambush by a new & lethal team of human droids",0.4691358024691359
Some Will Forget,English,7.2,15min,2020.0,13+,"Embittered by the defeat in the Miners’ Strike 30 years, Les Moore wants to ensure his struggle isn't forgotten. While the defeat hangs over the ex-miner's and the North England village's fate, his sole focus is to make sure his voice is heard. Les decides to fight to preserve the legacy of the mine and hopes to build a decent life for his sons.",0.7160493827160495
"An American Girl Story: Summer Camp, Friends For Life [Ultra HD]",Hindi,6.4,32min,2017.0,All,"Aspiring filmmaker, Z and Paz, a budding engineer, arrive at S.T.E.A.M. camp excited for tech heaven. When the administrator makes them explore nature and confiscates all tech, they think their summer’s doomed. Things take a mysterious turn when they meet Jordan, an enchanting “counselor” who sends them on an adventure, opening them up to a world of possibilities — like befriending Drew.",0.617283950617284
Gangs of Madras,Tamil,5.5,2 h 18 min,2019.0,18+,"Raiza loses her husband and her unborn baby in a police encounter. Overwhelmed by vengeance, she decides to teach a lesson to the gangsters who are responsible for the death of her loved ones.",0.5061728395061729
Kshay,Hindi,6.9,1 h 32 min,2012.0,18+,A woman's need for an unfinished sculpture blossoms into an obsession.,0.6790123456790125
Dataland,English,7.3,1h,2020.0,13+,"Artificial Intelligence has penetrated all aspects of human life right from booking flight tickets to driving cars. In the last 10 years, we have developed an unbreakable bond with our cell phones. Network operators record our movements. Surveillance cameras scrutinize our every move. Data about us is being recorded all the time, whether in public WiFi networks or in hospitals.",0.7283950617283951
Parinati,Bengali,7.2,2 h 10 min,1986.0,NR,"Dr. Archisman Roy a renowned scientist returns to his country after a long time. He wants to thank Akhilesh Mitra for contributing towards his success. But, Mr. Roy has already expired. He befriends Ranja his daughter and Sombit her artist boyfriend. Archi's sister and brother-in-law plan his marriage to get his money. They set Bijon, Ranja's uncle for this purpose. Bijon frames Sombit in a ...",0.7160493827160495
Sree Ramanjaneya Yuddha,Kannada,8.1,2 h 29 min,1963.0,NR,"Sree Ramanjaneya Yuddha is a 1963 Indian Kannada film, directed by M Snayak and produced by Amrutha Kala Productions. The film stars Dr Rajkumar, Udayakumar and B Raghavendra Rao in lead roles. The music of the film was composed by Chellapilla Satyam.",0.8271604938271605
Target Number One,Tamil,6.1,1 h 59 min,2020.0,18+,"In 1989, a Canadian journalist investigates the circumstances surrounding the suspicious arrest of a heroin addict imprisoned in a Thai jail.",0.5802469135802469
Eradu Kanasu,Kannada,7.8,2 h 20 min,1974.0,NR,"Ramu (Rajkumar) is an English literature professor madly in love with his cousin Lalitha (Manjula). Their plans are thwarted due to a family squabble and Ramu marries Gowri (Kalpana) fearing his mother's failing health. Gowri is a freewheeling romantic creature whose rosy dreams of marriage are crushed when Ramu shows no interest in her, mourning in the lost love of Lalitha.",0.7901234567901235
Avvai Shanmughi,Tamil,7.9,2 h 35 min,1996.0,All,Kamal Haasan gets forcibly divorced from his wife (Meena) whom he loves most. He feels worse when he gets separated from his daughter legally. He disguises himself as an old lady to gain entry into the house to spend quality time with his daughter and intends to reunite with his family. How he fares in his mission is the rest of the movie.,0.8024691358024693
Patthar ke Phool,Hindi,5.5,2 h 27 min,1991.0,All,Suraj falls in love with Kiran and doesn't know that she is the daughter of an underworld kingpin. Suraj's life takes a drastic turn when the same criminal kills his father.,0.5061728395061729
Pudhupettai,Tamil,8.5,2 h 58 min,2006.0,13+,"The slum area of North Chennai in Pudhupettai, where Dhanush is a school student. After witnessing his father kills his mother, Dhanush runs away from his home. Meanwhile he falls in love with Sneha, but marries Sonia Agarwal. With Dhanush becoming more powerful, he makes some serious enemies who plan to kill him. Whether Dhanush survives the wrath of his enemies forms the crux of the story.",0.8765432098765432
The Wailing,English,7.5,2 h 29 min,2016.0,18+,"Soon after a stranger arrives in a little village, a mysterious sickness starts spreading. A policeman, drawn into the incident, is forced to solve the mystery in order to save his daughter.",0.7530864197530864
Vennela,Telugu,7.0,2 h 9 min,2005.0,13+,"Naveen (Raja) and Pavani (Parvathi Melton) study at the same university in USA. When Naveen and Pavani get closer, Sayeed (Ravi Varma), who desires to date Pavni, brings Ritesh (Sharwanand) to USA. It is later revealed that Ritesh was Pavani's boyfriend back in India whom she ditched because of his bad habits and crooked thinking. Who Pavani will end up with forms the plot of Vennela.",0.6913580246913581
Fright Night,English,6.4,1 h 56 min,2011.0,18+,"When a nice new neighbor moves in next door, Charley discovers that he is an ancient vampire who preys on the community. Can he save his neighborhood from the creature with the help of the famous ""vampire killer"", Peter Vincent?",0.617283950617284
Anu,Bengali,7.3,1 h 53 min,2017.0,13+,"Anu falls in love with Sugata, a political activist. As fate plays with their love for each other, what is in store for them?",0.7283950617283951
